5	53	2
5	41	1
5	37	1
5	103	0
5	26	2
5	120	2
120	122	0
120	67	1
120	120	1
120	29	1
120	61	0
4	55	1
4	121	2
4	3	2
120	37	2
4	114	2
120	70	1
4	120	2
120	82	2
77	98	0
120	30	2
37	31	2
37	11	0
37	10	0
37	67	0
37	57	2
37	30	1
37	88	2
35	52	2
35	101	2
35	113	2
52	24	1
36	81	1
36	60	2
36	38	2
36	26	2
36	122	2
36	35	2
36	2	2
36	48	2
36	66	2
36	118	2
36	13	0
36	29	2
38	17	1
38	19	0
38	69	0
38	85	1
38	22	2
71	22	2
71	50	2
71	66	2
71	55	1
71	26	2
71	2	2
71	19	2
71	120	2
71	81	1
71	100	2
71	121	2
71	35	2
71	36	2
114	33	0
84	117	1
84	22	2
84	127	2
84	36	2
84	70	2
84	79	2
84	29	2
84	85	2
84	122	2
84	63	1
49	2	0
49	41	0
19	88	0
19	14	0
19	61	0
19	19	0
69	10	0
69	11	0
69	57	0
69	69	0
69	12	0
69	82	0
69	67	0
69	24	1
69	30	0
113	61	1
113	37	2
113	122	1
113	120	0
113	38	1
113	43	2
113	19	0
113	17	0
104	100	0
104	2	1
104	122	2
104	36	2
104	114	1
106	75	0
106	66	0
104	81	1
106	3	0
106	118	2
104	66	1
106	19	0
104	120	2
104	35	2
106	81	2
104	75	1
106	26	2
106	100	2
52	126	2
106	53	2
106	122	2
104	21	1
106	114	2
106	22	2
106	36	2
106	38	2
106	60	2
52	45	2
52	16	1
104	41	1
79	113	2
79	108	1
79	27	2
79	115	1
45	2	2
45	60	0
45	19	1
45	122	2
45	120	0
45	81	1
45	66	1
45	55	2
45	64	2
45	41	1
9	118	1
9	22	2
9	55	1
9	48	2
9	81	2
9	117	1
9	61	2
9	2	1
9	66	2
9	50	0
9	38	1
16	81	2
16	26	1
16	120	2
16	3	2
16	19	2
16	29	2
16	55	2
16	53	2
16	122	2
16	66	2
16	22	2
16	64	2
16	114	2
47	8	0
47	130	0
47	71	0
95	91	1
95	54	2
95	117	1
34	15	1
95	85	1
34	105	0
34	63	1
95	63	2
95	15	1
95	56	2
7	117	1
7	122	1
95	60	1
95	79	2
95	127	2
7	35	1
7	120	1
7	15	0
7	93	1
7	61	1
78	86	1
99	14	1
99	81	2
8	126	1
8	69	1
99	103	2
99	86	0
8	17	2
99	91	1
8	57	1
8	24	1
99	19	1
8	45	1
99	53	1
8	12	1
99	61	0
99	55	2
99	29	1
8	82	1
8	31	1
99	26	1
40	89	1
40	1	1
40	25	2
40	129	1
121	65	0
110	65	1
110	99	2
110	25	2
110	1	2
121	129	2
121	99	2
121	1	2
42	27	2
42	65	1
42	101	2
13	38	1
13	127	2
13	122	1
13	14	1
54	114	2
54	55	2
54	100	2
54	66	2
54	19	2
54	64	2
54	35	2
54	41	2
54	61	2
54	120	1
54	29	2
42	113	2
42	39	1
111	67	2
111	80	2
111	69	1
111	17	2
111	130	1
37	80	1
111	24	2
111	57	2
111	45	0
37	45	1
111	16	0
37	24	2
111	30	0
111	11	1
37	17	1
15	67	1
15	126	0
15	16	0
15	31	1
15	45	2
15	24	1
15	130	1
128	91	0
62	91	0
101	100	1
101	98	2
101	106	1
101	3	0
101	19	1
101	120	2
101	61	2
101	64	2
101	66	2
101	41	0
1	122	0
1	6	1
1	100	1
1	29	1
1	21	1
1	35	2
1	64	1
135	122	0
135	3	0
135	66	0
135	41	0
32	91	1
32	117	2
32	38	2
32	122	1
32	26	0
32	19	1
135	2	0
135	81	0
32	61	1
32	81	1
32	55	1
135	117	0
32	120	0
135	50	0
135	19	0
135	29	0
135	121	0
135	120	0
135	26	0
135	55	0
48	105	1
48	70	2
48	54	2
48	83	0
48	13	2
48	102	2
48	63	2
62	122	0
62	33	0
92	80	1
62	2	0
92	122	0
62	66	0
92	43	0
62	114	0
92	93	1
62	61	0
62	29	0
92	35	2
62	81	0
92	63	1
51	101	1
13	8	2
85	103	2
85	86	0
85	34	2
85	14	2
85	62	2
109	121	2
109	19	1
85	26	0
85	48	2
109	2	2
85	91	0
85	56	2
109	120	2
85	2	2
109	50	2
109	26	2
109	117	2
109	122	2
109	61	2
109	91	1
78	62	1
78	55	2
78	3	2
78	41	2
78	81	0
78	66	2
19	38	0
102	82	2
98	86	1
98	55	2
98	19	1
46	70	1
122	53	2
122	13	2
122	91	2
122	117	2
122	81	2
122	118	2
122	38	2
122	61	2
122	122	2
122	36	2
122	60	1
122	33	2
138	111	2
138	96	2
138	46	1
13	111	2
98	122	1
98	2	1
98	38	2
98	120	2
98	61	1
98	85	2
98	43	1
98	22	1
98	111	1
34	71	0
34	56	0
34	79	1
33	13	1
33	121	2
33	122	2
33	43	2
33	29	2
33	76	2
33	93	1
33	111	2
33	109	2
33	61	1
33	36	2
89	117	1
89	60	1
89	121	1
89	76	1
3	60	0
89	111	1
3	2	2
89	118	1
3	109	2
89	70	1
3	22	1
89	91	1
89	122	1
3	41	0
89	127	1
89	81	1
3	18	2
89	8	1
89	61	0
3	96	2
91	2	0
91	109	2
89	38	0
3	63	2
91	85	1
3	102	2
91	8	1
3	51	2
91	15	1
3	38	2
27	53	0
91	51	0
27	111	1
91	93	2
27	66	1
91	71	2
91	79	1
27	18	1
27	76	1
27	46	1
27	91	1
27	8	1
27	122	1
27	26	1
27	114	1
29	75	1
29	48	2
29	18	1
29	122	1
29	81	0
29	118	0
29	2	1
29	111	1
29	22	1
29	96	1
86	50	1
86	111	1
86	122	2
86	96	2
86	18	2
86	29	2
86	41	2
86	55	1
86	76	1
19	111	0
19	81	0
137	76	2
19	114	0
19	15	0
137	122	2
137	81	2
90	93	1
137	22	2
137	117	0
137	48	2
137	114	2
137	2	2
137	63	2
137	102	2
137	26	2
137	71	2
137	105	2
137	109	2
114	2	0
114	13	0
114	117	0
114	63	0
114	76	0
114	91	1
114	81	0
114	127	0
114	118	0
114	102	1
61	2	1
61	83	2
61	111	1
61	70	2
61	63	2
61	109	2
61	54	2
61	41	2
13	93	1
13	109	2
61	43	1
61	93	1
61	117	1
46	78	1
46	13	2
46	111	2
46	122	1
46	93	1
46	117	2
46	76	1
46	85	1
41	49	1
41	23	2
41	65	2
41	39	2
41	27	2
41	128	1
4	40	2
4	47	2
4	94	2
3	118	2
59	60	1
59	109	2
59	121	1
61	81	1
61	15	1
61	118	2
61	51	2
90	114	2
90	66	2
112	75	0
112	70	1
112	60	0
90	22	2
57	10	1
112	40	0
57	103	1
112	38	1
112	114	0
90	64	1
90	40	2
112	83	0
57	40	1
112	15	0
61	47	2
112	111	1
61	94	2
112	43	0
90	122	2
112	93	0
90	96	2
25	126	2
57	51	1
112	81	1
57	2	1
112	22	1
61	40	2
25	130	1
57	60	1
57	43	1
90	35	2
90	46	2
57	22	1
57	109	0
25	30	2
57	36	1
25	80	2
57	81	1
25	94	1
25	2	0
25	121	2
25	75	1
25	82	2
25	60	2
25	88	2
97	38	2
97	117	2
97	40	1
97	94	2
97	70	1
59	47	2
59	78	2
59	22	0
59	122	2
59	36	2
128	33	0
59	2	2
59	118	2
128	117	0
128	8	0
128	38	0
128	46	0
128	60	0
128	111	0
128	55	0
128	40	0
128	76	0
97	111	2
97	47	2
97	71	1
97	105	2
97	54	2
6	40	1
6	38	1
6	8	2
6	70	2
6	96	2
6	93	1
6	109	1
6	2	1
6	83	1
6	36	1
6	71	2
131	31	2
131	45	1
131	126	2
131	11	0
131	24	2
131	16	0
73	114	0
73	93	0
73	60	0
73	51	0
73	76	0
73	40	0
73	66	0
73	81	0
73	55	0
73	13	0
73	22	0
49	111	0
49	26	0
49	120	0
49	64	0
49	122	0
49	22	0
49	66	0
58	14	2
58	103	1
58	117	2
58	33	2
58	86	1
58	34	1
58	91	2
58	53	1
2	111	2
2	114	1
2	3	1
2	2	2
2	66	1
2	22	2
96	8	2
2	48	1
2	41	2
2	46	1
2	122	1
96	35	2
96	127	1
96	60	1
96	15	1
96	56	2
136	58	1
96	70	2
136	22	2
96	47	2
136	111	2
136	127	1
96	63	1
136	56	2
136	60	1
96	94	1
96	109	1
136	94	2
136	83	1
136	43	2
136	121	2
97	15	2
97	33	2
97	85	2
58	114	2
58	56	2
10	33	1
10	117	1
10	38	0
3	48	2
10	60	0
10	75	1
10	13	1
102	17	2
102	69	2
10	26	2
102	16	2
10	14	1
102	30	2
13	76	2
13	55	1
28	7	1
28	95	1
28	73	0
50	7	0
50	9	0
50	42	0
50	107	0
50	87	0
50	112	0
50	119	0
28	87	1
129	90	0
129	104	0
28	74	2
28	123	0
28	5	2
87	4	2
87	73	1
87	110	1
87	7	2
87	87	1
87	107	1
87	112	1
87	123	1
65	124	1
65	90	2
129	28	1
65	77	1
129	77	0
65	28	1
39	124	2
39	44	1
65	104	1
39	77	1
130	104	0
130	28	0
130	124	0
130	90	1
43	42	1
43	9	1
11	84	2
43	5	1
11	44	1
43	7	1
43	74	1
11	97	1
68	95	1
68	112	1
68	110	0
