36	29	2
36	35	2
36	38	2
36	48	2
36	60	2
36	66	2
36	81	1
36	118	2
36	122	2
37	10	0
37	11	0
37	17	1
37	24	2
37	30	1
37	31	2
37	45	1
37	57	2
37	80	1
37	88	2
38	17	1
38	19	0
38	69	0
38	85	1
39	77	1
39	124	2
40	1	1
40	89	1
40	129	1
41	27	2
41	39	2
41	49	1
41	65	2
41	128	1
42	27	2
42	39	1
42	65	1
42	113	2
43	5	1
43	7	1
43	9	1
43	42	1
44	27	2
44	92	0
44	113	2
44	116	2
45	2	2
45	19	1
45	41	1
45	55	2
45	60	0
45	66	1
45	81	1
45	120	0
45	122	2
46	70	1
46	76	1
46	78	1
46	85	1
46	93	1
46	111	2
46	117	2
46	122	1
47	8	0
47	71	0
48	13	2
48	54	2
48	63	2
48	70	2
48	83	0
48	102	2
49	2	0
49	22	0
49	41	0
49	64	0
49	66	0
49	111	0
49	120	0
49	122	0
50	9	0
50	42	0
50	87	0
50	107	0
50	112	0
50	119	0
51	101	1
51	116	1
51	128	1
52	24	1
52	45	2
52	126	2
53	2	1
53	14	1
53	26	2
53	33	2
53	35	2
53	50	2
53	55	2
53	61	2
53	62	2
53	114	2
53	118	1
53	120	2
54	19	2
54	29	2
54	35	2
54	41	2
54	55	2
54	61	2
54	64	2
54	66	2
54	100	2
54	114	2
55	2	2
55	3	2
55	35	2
55	64	1
55	75	2
55	83	2
55	93	2
55	118	2
55	121	2
56	2	2
56	14	2
56	34	0
56	53	2
56	62	2
56	64	2
56	98	2
56	114	2
56	122	2
57	2	1
57	10	1
57	22	1
57	36	1
57	40	1
57	43	1
57	51	1
57	81	1
57	103	1
57	109	0
58	14	2
58	33	2
58	53	1
58	56	2
58	86	1
58	91	2
58	103	1
58	114	2
58	117	2
59	2	2
59	22	0
59	47	2
59	60	1
59	78	2
59	109	2
59	118	2
59	121	1
59	122	2
60	44	2
60	84	2
60	95	2
61	2	1
61	15	1
61	40	2
61	41	2
61	47	2
61	51	2
61	54	2
61	63	2
61	70	2
61	81	1
61	83	2
61	93	1
61	94	2
61	109	2
61	111	1
61	117	1
61	118	2
62	2	0
62	29	0
62	33	0
62	61	0
62	66	0
62	91	0
62	114	0
62	122	0
63	4	1
63	9	1
63	73	1
63	110	2
64	26	1
64	37	1
64	55	1
64	66	2
65	77	1
65	90	2
65	104	1
65	124	1
66	25	1
66	68	1
66	99	1
66	129	2
67	7	1
67	73	0
67	74	1
67	95	1
67	107	1
68	7	0
68	73	1
68	74	1
68	87	0
68	95	1
68	110	0
68	112	1
69	10	0
69	11	0
69	24	1
69	30	0
69	57	0
69	67	0
69	69	0
69	82	0
70	5	1
70	42	2
71	2	2
71	19	2
71	22	2
71	26	2
71	36	2
71	50	2
71	55	1
71	66	2
71	81	1
71	100	2
71	120	2
71	121	2
72	52	0
72	89	2
72	116	0
73	13	0
73	40	0
73	51	0
73	55	0
73	60	0
73	66	0
73	76	0
73	81	0
73	93	0
73	114	0
74	68	2
74	92	2
75	14	2
75	34	2
75	37	2
75	41	1
75	53	2
75	62	1
75	64	1
75	81	1
75	100	2
75	114	1
75	120	1
76	26	2
76	61	1
76	98	0
76	106	2
77	2	2
77	55	1
77	98	0
77	122	2
78	3	2
78	55	2
78	62	1
78	66	2
78	81	0
78	86	1
79	27	2
79	108	1
79	115	1
80	42	2
80	44	1
80	95	1
80	97	1
80	110	2
81	2	1
81	12	1
81	14	1
81	36	1
81	98	0
81	100	0
81	103	0
81	120	0
81	121	1
81	122	1
82	5	0
82	7	0
82	9	0
82	42	0
82	74	1
82	95	0
82	112	0
82	123	0
83	43	2
83	54	2
83	58	2
83	63	1
83	93	2
83	102	2
83	105	0
83	127	1
84	22	2
84	29	2
84	36	2
84	63	1
84	70	2
84	79	2
84	85	2
84	122	2
84	127	2
85	14	2
85	26	0
85	34	2
85	48	2
85	56	2
85	62	2
85	86	0
85	91	0
85	103	2
86	18	2
86	29	2
86	41	2
86	50	1
86	55	1
86	76	1
86	111	1
86	122	2
87	4	2
87	7	2
87	73	1
87	87	1
87	110	1
87	112	1
87	123	1
88	10	2
88	12	1
88	31	2
88	37	1
88	41	2
88	57	2
88	62	1
88	64	2
88	80	0
88	88	0
88	120	2
89	38	0
89	60	1
89	61	0
89	70	1
89	76	1
89	81	1
89	91	1
89	111	1
89	117	1
89	118	1
89	121	1
89	122	1
89	127	1
90	22	2
90	35	2
90	46	2
90	64	1
90	66	2
90	93	1
90	96	2
90	114	2
90	122	2
91	2	0
91	8	1
91	15	1
91	51	0
91	71	2
91	85	1
91	93	2
91	109	2
92	35	2
92	43	0
92	80	1
92	93	1
92	122	0
93	1	2
93	25	2
93	49	2
93	68	1
93	99	2
93	108	2
93	129	2
94	10	0
94	11	0
94	12	0
94	31	0
94	37	0
94	80	0
94	88	0
95	15	1
95	54	2
95	56	2
95	60	1
95	63	2
95	79	2
95	91	1
95	117	1
95	127	2
96	8	2
96	15	1
96	35	2
96	47	2
96	60	1
96	63	1
96	70	2
96	94	1
96	109	1
96	127	1
97	15	2
97	33	2
97	40	1
97	47	2
97	54	2
97	70	1
97	71	1
97	85	2
97	94	2
97	105	2
97	111	2
97	117	2
98	2	1
98	19	1
98	22	1
98	38	2
98	43	1
98	55	2
98	61	1
98	85	2
98	86	1
98	111	1
98	120	2
99	14	1
99	26	1
99	29	1
99	53	1
99	55	2
99	61	0
99	81	2
99	86	0
99	91	1
99	103	2
100	49	2
100	52	2
100	65	2
100	101	2
100	108	2
101	3	0
101	19	1
101	41	0
101	61	2
101	66	2
101	98	2
101	100	1
101	106	1
101	120	2
102	16	2
102	30	2
102	69	2
102	82	2
103	4	1
103	7	0
103	73	1
103	74	1
103	95	2
103	119	1
103	123	1
104	21	1
104	35	2
104	36	2
104	41	1
104	66	1
104	75	1
104	81	1
104	100	0
104	114	1
104	120	2
104	122	2
105	12	0
105	21	0
105	31	0
105	37	0
105	66	0
105	88	0
105	100	0
106	3	0
106	19	0
106	22	2
106	26	2
106	38	2
106	41	1
106	53	2
106	60	2
106	66	0
106	75	0
106	81	2
106	100	2
106	114	2
106	118	2
106	120	0
106	121	2
106	122	2
107	95	2
107	119	2
108	43	1
108	58	2
108	63	2
108	93	1
108	109	2
108	117	1
108	120	2
108	121	1
108	122	1
109	2	2
109	19	1
109	26	2
109	61	2
109	91	1
109	117	2
109	120	2
109	121	2
109	122	2
110	25	2
110	65	1
110	99	2
111	16	0
111	17	2
111	24	2
111	30	0
111	45	0
111	57	2
111	67	2
111	69	1
111	80	2
111	130	1
112	15	0
112	22	1
112	38	1
112	43	0
112	60	0
112	70	1
112	75	0
112	81	1
112	83	0
112	93	0
112	111	1
112	114	0
113	17	0
113	19	0
113	37	2
113	43	2
113	61	1
113	120	0
113	122	1
114	2	0
114	33	0
114	63	0
114	76	0
114	81	0
114	91	1
114	102	1
114	117	0
114	118	0
114	127	0
115	10	1
115	11	2
115	31	0
115	37	2
115	57	1
115	80	2
115	88	2
116	2	2
116	35	2
116	36	1
116	48	0
116	61	2
116	66	2
116	75	2
116	81	2
116	98	0
116	122	2
117	52	1
117	59	1
117	72	2
117	115	0
117	116	1
118	23	0
118	27	0
118	39	0
118	49	0
118	92	0
118	125	0
119	27	2
119	65	0
119	113	2
119	125	2
120	29	1
120	30	2
120	37	2
120	61	0
120	70	1
120	82	2
120	120	1
120	122	0
121	1	2
121	65	0
121	129	2
122	33	2
122	36	2
122	38	2
122	53	2
122	60	1
122	61	2
122	81	2
122	91	2
122	117	2
122	118	2
122	122	2
123	4	1
123	5	1
123	73	2
123	87	1
123	95	1
123	112	1
123	119	1
124	10	1
124	12	1
124	31	1
124	37	1
124	57	1
124	62	1
124	80	1
124	100	1
124	120	1
125	14	1
125	26	1
125	34	2
125	53	1
125	55	1
125	61	2
125	62	0
125	103	1
125	114	1
125	120	1
126	3	2
126	6	0
126	12	0
126	31	1
126	41	2
126	57	2
126	61	1
126	66	2
126	88	0
127	65	2
127	92	2
127	101	2
128	8	0
128	33	0
128	38	0
128	40	0
128	46	0
128	60	0
128	76	0
128	91	0
128	111	0
128	117	0
129	28	1
129	77	0
129	104	0
130	28	0
130	90	1
130	124	0
131	16	0
131	24	2
131	31	2
131	45	1
131	126	2
132	2	2
132	35	1
132	61	1
132	64	1
132	66	2
132	98	2
132	114	2
132	120	1
132	121	2
133	23	1
133	32	1
133	39	1
133	65	2
133	99	0
133	113	2
133	115	1
133	129	1
134	2	1
134	13	2
134	38	1
134	43	2
134	48	2
134	51	1
134	58	2
134	60	2
134	70	0
134	75	1
134	78	1
134	93	0
134	109	2
134	118	2
134	122	2
135	2	0
135	3	0
135	19	0
135	26	0
135	29	0
135	41	0
135	50	0
135	55	0
135	66	0
135	81	0
135	117	0
135	120	0
135	121	0
136	22	2
136	43	2
136	56	2
136	60	1
136	83	1
136	94	2
136	111	2
136	121	2
136	127	1
137	2	2
137	22	2
137	48	2
137	63	2
137	71	2
137	76	2
137	81	2
137	102	2
137	105	2
137	109	2
137	114	2
137	117	0
137	122	2
138	46	1
138	111	2
